Date,City,Category,Product,Quantity,UnitPrice,Sales,PaymentMethod
2025-04-06,Delhi,Tea,Green Tea,2,100,200,Card
2025-04-05,Delhi,Bakery,Croissant,1,150,150,Card
2025-08-06,Hyderabad,Bakery,Muffin,2,120,240,UPI
2025-02-26,Pune,Cold Drinks,Smoothie,3,250,750,UPI
2025-12-16,Pune,Cold Drinks,Smoothie,2,250,500,Cash
2025-06-30,Pune,Coffee,Latte,1,200,200,UPI
2025-02-27,Delhi,Bakery,Cookie,2,60,120,Cash
2025-01-19,Pune,Coffee,Cold Brew,2,220,440,Cash
2025-03-02,Hyderabad,Coffee,Cappuccino,2,180,360,UPI
2025-07-01,Delhi,Snacks,Fries,1,120,120,Card
2025-07-10,Delhi,Snacks,Samosa,3,40,120,UPI
2025-03-18,Hyderabad,Cold Drinks,Smoothie,1,250,250,Card
2025-03-30,Mumbai,Coffee,Cappuccino,1,180,180,UPI
2025-02-13,Pune,Coffee,Cold Brew,2,220,440,UPI
2025-04-30,Hyderabad,Snacks,Fries,2,120,240,Cash
2025-11-20,Bengaluru,Bakery,Cookie,1,60,60,Cash
2025-07-28,Delhi,Coffee,Cappuccino,3,180,540,UPI
2025-09-08,Delhi,Coffee,Latte,3,200,600,UPI
2025-11-24,Pune,Coffee,Cold Brew,3,220,660,UPI
2025-08-14,Delhi,Bakery,Muffin,3,120,360,Cash
2025-08-16,Bengaluru,Cold Drinks,Cola,1,90,90,UPI
2025-04-27,Mumbai,Coffee,Cold Brew,3,220,660,Card
2025-02-05,Mumbai,Cold Drinks,Iced Tea,3,140,420,Card
2025-06-04,Hyderabad,Cold Drinks,Cola,1,90,90,Cash
2025-03-05,Bengaluru,Coffee,Espresso,3,120,360,UPI
2025-10-03,Mumbai,Tea,Green Tea,1,100,100,UPI
2025-06-15,Mumbai,Coffee,Espresso,2,120,240,UPI
2025-03-17,Bengaluru,Cold Drinks,Cola,2,90,180,UPI
2025-11-09,Pune,Tea,Masala Chai,1,80,80,UPI
2025-11-17,Mumbai,Coffee,Cappuccino,1,180,180,UPI
2025-02-02,Mumbai,Bakery,Croissant,1,150,150,UPI
2025-06-02,Bengaluru,Coffee,Cappuccino,1,180,180,Card
2025-09-07,Pune,Cold Drinks,Cola,2,90,180,Card
2025-07-22,Hyderabad,Bakery,Croissant,3,150,450,UPI
2025-03-25,Hyderabad,Tea,Green Tea,3,100,300,Card
2025-12-24,Bengaluru,Cold Drinks,Smoothie,1,250,250,UPI
2025-06-16,Delhi,Cold Drinks,Iced Tea,1,140,140,Card
2025-03-05,Mumbai,Coffee,Cold Brew,1,220,220,Card
2025-06-16,Bengaluru,Cold Drinks,Iced Tea,1,140,140,UPI
2025-09-20,Mumbai,Coffee,Espresso,3,120,360,Cash
2025-01-18,Pune,Coffee,Latte,3,200,600,UPI
2025-12-16,Mumbai,Bakery,Croissant,1,150,150,UPI
2025-06-06,Pune,Coffee,Latte,3,200,600,UPI
2025-10-16,Bengaluru,Tea,Green Tea,1,100,100,UPI
2025-10-01,Bengaluru,Tea,Lemon Tea,1,90,90,UPI
2025-11-10,Pune,Cold Drinks,Cola,3,90,270,UPI
2025-02-07,Hyderabad,Bakery,Croissant,2,150,300,UPI
2025-06-15,Mumbai,Tea,Lemon Tea,1,90,90,Cash
2025-01-08,Delhi,Bakery,Croissant,3,150,450,Card
2025-07-30,Bengaluru,Coffee,Latte,3,200,600,UPI
2025-04-11,Mumbai,Bakery,Cookie,3,60,180,Card
2025-08-19,Hyderabad,Bakery,Croissant,2,150,300,UPI
2025-06-15,Hyderabad,Coffee,Latte,3,200,600,UPI
2025-08-04,Bengaluru,Snacks,Samosa,1,40,40,Card
2025-07-19,Bengaluru,Snacks,Fries,1,120,120,Card
2025-12-02,Pune,Coffee,Latte,1,200,200,UPI
2025-04-28,Bengaluru,Cold Drinks,Iced Tea,2,140,280,Cash
2025-02-20,Hyderabad,Bakery,Muffin,1,120,120,UPI
2025-11-08,Pune,Snacks,Sandwich,2,180,360,Card
2025-09-11,Hyderabad,Coffee,Espresso,1,120,120,Card
2025-03-11,Pune,Snacks,Samosa,2,40,80,UPI
2025-07-21,Mumbai,Coffee,Espresso,3,120,360,UPI
2025-06-02,Pune,Coffee,Latte,3,200,600,UPI
2025-11-24,Pune,Bakery,Croissant,3,150,450,UPI
2025-11-18,Bengaluru,Coffee,Espresso,3,120,360,Cash
2025-04-28,Hyderabad,Bakery,Croissant,1,150,150,Cash
2025-04-27,Hyderabad,Bakery,Muffin,3,120,360,UPI
2025-11-24,Hyderabad,Bakery,Croissant,3,150,450,UPI
2025-01-12,Hyderabad,Snacks,Fries,2,120,240,UPI
2025-05-20,Pune,Coffee,Espresso,1,120,120,Cash
2025-04-21,Delhi,Coffee,Cappuccino,3,180,540,Card
2025-09-01,Bengaluru,Coffee,Cappuccino,3,180,540,Card
2025-09-25,Bengaluru,Tea,Lemon Tea,3,90,270,UPI
2025-07-21,Bengaluru,Tea,Green Tea,3,100,300,Card
2025-02-25,Mumbai,Cold Drinks,Cola,3,90,270,UPI
2025-01-09,Mumbai,Coffee,Cappuccino,2,180,360,UPI
2025-01-23,Mumbai,Cold Drinks,Iced Tea,3,140,420,UPI
2025-02-26,Pune,Bakery,Cookie,3,60,180,Card
2025-08-17,Hyderabad,Bakery,Croissant,3,150,450,Card
2025-06-13,Pune,Coffee,Cappuccino,2,180,360,UPI
2025-01-17,Pune,Snacks,Fries,2,120,240,UPI
2025-07-24,Bengaluru,Snacks,Fries,3,120,360,Cash
2025-01-07,Hyderabad,Tea,Green Tea,3,100,300,Cash
2025-02-02,Pune,Coffee,Latte,2,200,400,Cash
2025-10-23,Delhi,Cold Drinks,Cola,2,90,180,Card
2025-03-24,Bengaluru,Coffee,Latte,1,200,200,UPI
2025-01-09,Mumbai,Snacks,Fries,3,120,360,UPI
2025-11-06,Pune,Tea,Green Tea,3,100,300,UPI
2025-03-30,Hyderabad,Coffee,Cappuccino,2,180,360,UPI
2025-09-17,Mumbai,Coffee,Latte,2,200,400,UPI
2025-11-15,Delhi,Bakery,Muffin,3,120,360,Cash
2025-09-23,Hyderabad,Coffee,Latte,2,200,400,UPI
2025-03-25,Mumbai,Coffee,Cold Brew,1,220,220,UPI
2025-09-26,Bengaluru,Tea,Masala Chai,2,80,160,UPI
2025-12-29,Mumbai,Snacks,Samosa,2,40,80,UPI
2025-02-07,Delhi,Bakery,Muffin,1,120,120,UPI
2025-10-16,Mumbai,Tea,Lemon Tea,3,90,270,UPI
2025-04-28,Bengaluru,Coffee,Cappuccino,2,180,360,UPI
2025-07-11,Delhi,Cold Drinks,Iced Tea,3,140,420,Card
2025-09-17,Bengaluru,Tea,Green Tea,1,100,100,UPI
2025-03-07,Bengaluru,Coffee,Espresso,3,120,360,Cash
2025-01-17,Bengaluru,Cold Drinks,Smoothie,1,250,250,UPI
2025-02-05,Pune,Snacks,Fries,2,120,240,Card
2025-05-26,Mumbai,Cold Drinks,Cola,1,90,90,UPI
2025-08-31,Bengaluru,Bakery,Cookie,2,60,120,Cash
2025-08-19,Bengaluru,Cold Drinks,Smoothie,3,250,750,Card
2025-11-04,Bengaluru,Coffee,Cold Brew,1,220,220,UPI
2025-02-19,Hyderabad,Coffee,Espresso,2,120,240,UPI
2025-06-07,Hyderabad,Coffee,Cold Brew,3,220,660,Card
2025-05-04,Bengaluru,Bakery,Cookie,2,60,120,UPI
2025-02-06,Delhi,Coffee,Cappuccino,2,180,360,Card
2025-09-10,Pune,Cold Drinks,Iced Tea,2,140,280,Cash
2025-06-21,Bengaluru,Snacks,Fries,1,120,120,Cash
2025-01-09,Hyderabad,Coffee,Latte,3,200,600,Cash
2025-03-15,Bengaluru,Bakery,Muffin,1,120,120,Card
2025-08-06,Bengaluru,Bakery,Muffin,1,120,120,UPI
2025-10-19,Pune,Coffee,Espresso,3,120,360,UPI
2025-04-21,Bengaluru,Snacks,Sandwich,1,180,180,Card
2025-03-31,Pune,Snacks,Samosa,2,40,80,UPI
2025-04-18,Delhi,Coffee,Espresso,1,120,120,UPI
2025-11-03,Mumbai,Coffee,Latte,3,200,600,UPI
2025-12-04,Delhi,Coffee,Espresso,2,120,240,Card
2025-06-09,Delhi,Cold Drinks,Smoothie,2,250,500,Cash
2025-07-01,Delhi,Cold Drinks,Cola,3,90,270,Card
2025-09-15,Mumbai,Tea,Lemon Tea,1,90,90,Card
2025-09-23,Hyderabad,Cold Drinks,Iced Tea,1,140,140,UPI
2025-11-29,Hyderabad,Bakery,Muffin,1,120,120,UPI
2025-02-03,Mumbai,Coffee,Cappuccino,1,180,180,UPI
2025-07-22,Mumbai,Coffee,Latte,1,200,200,UPI
2025-10-11,Mumbai,Bakery,Cookie,2,60,120,Card
2025-12-03,Delhi,Coffee,Latte,1,200,200,UPI
2025-02-03,Pune,Cold Drinks,Cola,2,90,180,Card
2025-12-12,Hyderabad,Cold Drinks,Smoothie,1,250,250,Card
2025-09-03,Hyderabad,Coffee,Latte,1,200,200,UPI
2025-10-09,Delhi,Snacks,Samosa,3,40,120,UPI
2025-07-27,Bengaluru,Coffee,Cold Brew,1,220,220,UPI
2025-11-29,Hyderabad,Coffee,Espresso,2,120,240,UPI
2025-01-23,Pune,Bakery,Cookie,1,60,60,Card
2025-09-25,Mumbai,Tea,Lemon Tea,1,90,90,UPI
2025-10-18,Mumbai,Coffee,Cappuccino,1,180,180,Cash
2025-01-28,Mumbai,Coffee,Cold Brew,2,220,440,UPI
2025-09-08,Mumbai,Tea,Lemon Tea,2,90,180,UPI
2025-09-25,Mumbai,Bakery,Cookie,3,60,180,UPI
2025-06-08,Mumbai,Bakery,Cookie,2,60,120,Card
2025-01-17,Bengaluru,Tea,Green Tea,2,100,200,UPI
2025-08-14,Pune,Coffee,Cappuccino,3,180,540,Cash
2025-07-02,Pune,Coffee,Latte,1,200,200,UPI
2025-09-05,Mumbai,Snacks,Samosa,2,40,80,UPI
2025-12-21,Bengaluru,Bakery,Croissant,2,150,300,UPI
2025-03-09,Delhi,Coffee,Latte,1,200,200,UPI
2025-07-23,Pune,Tea,Masala Chai,2,80,160,UPI
2025-04-04,Mumbai,Bakery,Croissant,3,150,450,Cash
2025-06-22,Mumbai,Coffee,Cold Brew,2,220,440,UPI
2025-03-10,Pune,Coffee,Cold Brew,2,220,440,UPI
2025-03-21,Delhi,Coffee,Espresso,1,120,120,Card
2025-03-02,Bengaluru,Cold Drinks,Cola,1,90,90,UPI
2025-03-21,Delhi,Snacks,Sandwich,2,180,360,UPI
2025-03-29,Delhi,Coffee,Latte,1,200,200,Cash
2025-08-04,Pune,Coffee,Cold Brew,3,220,660,UPI
2025-12-26,Hyderabad,Coffee,Latte,2,200,400,UPI
2025-08-31,Delhi,Snacks,Sandwich,2,180,360,UPI
2025-04-26,Bengaluru,Bakery,Croissant,1,150,150,UPI
2025-10-17,Bengaluru,Snacks,Samosa,2,40,80,UPI
2025-09-14,Hyderabad,Coffee,Espresso,2,120,240,Cash
2025-04-27,Hyderabad,Tea,Masala Chai,3,80,240,UPI
2025-02-13,Delhi,Cold Drinks,Smoothie,3,250,750,Card
2025-05-23,Mumbai,Tea,Green Tea,1,100,100,UPI
2025-09-01,Hyderabad,Tea,Green Tea,3,100,300,Card
2025-01-27,Delhi,Cold Drinks,Smoothie,2,250,500,Card
2025-07-05,Delhi,Coffee,Cold Brew,3,220,660,UPI
2025-03-22,Pune,Snacks,Fries,3,120,360,UPI
2025-04-20,Delhi,Tea,Masala Chai,2,80,160,UPI
2025-03-09,Hyderabad,Snacks,Fries,2,120,240,Cash
2025-08-26,Mumbai,Cold Drinks,Smoothie,3,250,750,Card
2025-10-17,Pune,Bakery,Muffin,3,120,360,UPI
2025-12-28,Bengaluru,Coffee,Cold Brew,3,220,660,UPI
2025-12-19,Hyderabad,Coffee,Latte,3,200,600,Cash
2025-10-09,Hyderabad,Coffee,Espresso,3,120,360,UPI
2025-03-10,Pune,Coffee,Cappuccino,1,180,180,Cash
2025-09-21,Pune,Snacks,Sandwich,2,180,360,Card
2025-08-11,Pune,Bakery,Muffin,1,120,120,UPI
2025-02-12,Bengaluru,Coffee,Cappuccino,1,180,180,UPI
2025-09-07,Hyderabad,Cold Drinks,Cola,2,90,180,UPI
2025-02-08,Pune,Snacks,Samosa,3,40,120,UPI
2025-10-08,Delhi,Bakery,Croissant,2,150,300,UPI
2025-08-07,Pune,Tea,Masala Chai,1,80,80,UPI
2025-07-30,Hyderabad,Coffee,Cappuccino,3,180,540,UPI
2025-03-22,Delhi,Coffee,Cappuccino,1,180,180,Cash
2025-07-17,Mumbai,Cold Drinks,Smoothie,3,250,750,UPI
2025-08-14,Bengaluru,Tea,Lemon Tea,1,90,90,Cash
2025-06-13,Bengaluru,Bakery,Muffin,1,120,120,UPI
2025-08-10,Bengaluru,Cold Drinks,Iced Tea,2,140,280,Card
2025-07-11,Bengaluru,Coffee,Cappuccino,3,180,540,Card
2025-07-22,Hyderabad,Tea,Green Tea,1,100,100,Cash
2025-10-24,Mumbai,Coffee,Espresso,2,120,240,UPI
2025-12-15,Hyderabad,Bakery,Cookie,2,60,120,UPI
2025-06-05,Delhi,Coffee,Cappuccino,1,180,180,UPI
2025-11-13,Bengaluru,Coffee,Cold Brew,2,220,440,Card
2025-10-09,Delhi,Coffee,Latte,3,200,600,Card
2025-11-10,Hyderabad,Bakery,Croissant,1,150,150,Card
2025-11-28,Delhi,Coffee,Cappuccino,3,180,540,Card
2025-04-04,Delhi,Tea,Green Tea,3,100,300,Card
2025-04-26,Delhi,Coffee,Latte,1,200,200,Cash
2025-03-14,Delhi,Bakery,Cookie,1,60,60,Card
2025-01-15,Hyderabad,Cold Drinks,Smoothie,3,250,750,UPI
2025-08-12,Mumbai,Coffee,Latte,2,200,400,UPI
2025-07-18,Pune,Tea,Green Tea,3,100,300,Card
2025-01-08,Bengaluru,Coffee,Espresso,2,120,240,UPI
2025-08-06,Bengaluru,Cold Drinks,Cola,3,90,270,UPI
2025-02-01,Bengaluru,Cold Drinks,Smoothie,2,250,500,UPI
2025-02-17,Hyderabad,Bakery,Cookie,3,60,180,UPI
2025-09-01,Hyderabad,Tea,Green Tea,1,100,100,UPI
2025-06-26,Bengaluru,Coffee,Espresso,1,120,120,Card
2025-10-17,Hyderabad,Coffee,Latte,1,200,200,Card
2025-02-26,Mumbai,Coffee,Cold Brew,3,220,660,UPI
2025-02-22,Delhi,Bakery,Croissant,1,150,150,UPI
2025-08-14,Hyderabad,Bakery,Cookie,3,60,180,UPI
2025-07-04,Delhi,Coffee,Latte,1,200,200,UPI
2025-10-26,Bengaluru,Coffee,Cappuccino,2,180,360,UPI
2025-07-15,Hyderabad,Cold Drinks,Cola,2,90,180,Card
2025-11-23,Delhi,Coffee,Cold Brew,2,220,440,Card
2025-05-02,Pune,Cold Drinks,Smoothie,1,250,250,Card
2025-08-18,Bengaluru,Bakery,Muffin,3,120,360,Card
2025-03-30,Bengaluru,Tea,Green Tea,1,100,100,Card
2025-05-22,Hyderabad,Bakery,Muffin,2,120,240,Card
2025-05-26,Mumbai,Snacks,Samosa,3,40,120,UPI
2025-12-30,Delhi,Bakery,Croissant,1,150,150,UPI
2025-04-27,Bengaluru,Bakery,Croissant,1,150,150,UPI
2025-05-05,Hyderabad,Coffee,Cappuccino,3,180,540,UPI
2025-06-17,Mumbai,Tea,Green Tea,2,100,200,Cash
2025-06-21,Hyderabad,Coffee,Cappuccino,1,180,180,UPI
2025-08-10,Pune,Snacks,Samosa,1,40,40,UPI
2025-12-16,Delhi,Tea,Lemon Tea,1,90,90,UPI
2025-07-08,Delhi,Bakery,Cookie,3,60,180,Card
2025-11-14,Hyderabad,Coffee,Cappuccino,1,180,180,UPI
2025-10-27,Mumbai,Coffee,Espresso,2,120,240,UPI
2025-03-27,Bengaluru,Cold Drinks,Iced Tea,3,140,420,Card
2025-11-11,Mumbai,Tea,Masala Chai,3,80,240,Card
2025-07-16,Hyderabad,Bakery,Cookie,3,60,180,Card
2025-02-10,Bengaluru,Tea,Lemon Tea,3,90,270,UPI
2025-06-07,Bengaluru,Coffee,Cold Brew,1,220,220,UPI
2025-01-31,Hyderabad,Bakery,Cookie,3,60,180,Card
2025-08-26,Mumbai,Cold Drinks,Cola,1,90,90,UPI
2025-09-26,Delhi,Bakery,Cookie,3,60,180,Card
2025-01-22,Hyderabad,Coffee,Latte,2,200,400,Card
2025-02-11,Delhi,Cold Drinks,Cola,2,90,180,UPI
2025-12-06,Hyderabad,Coffee,Cold Brew,1,220,220,UPI
2025-06-25,Delhi,Bakery,Croissant,3,150,450,UPI
2025-09-27,Mumbai,Coffee,Espresso,2,120,240,UPI
2025-08-25,Mumbai,Coffee,Espresso,3,120,360,UPI
2025-03-13,Pune,Coffee,Cappuccino,1,180,180,Card
2025-01-09,Pune,Coffee,Espresso,3,120,360,Card
2025-02-02,Pune,Snacks,Fries,2,120,240,Cash
2025-06-30,Bengaluru,Tea,Masala Chai,2,80,160,UPI
2025-11-17,Delhi,Cold Drinks,Smoothie,1,250,250,UPI
2025-06-17,Delhi,Coffee,Latte,2,200,400,UPI
2025-10-20,Delhi,Tea,Green Tea,3,100,300,Cash
2025-09-19,Pune,Tea,Green Tea,1,100,100,UPI
2025-08-17,Hyderabad,Cold Drinks,Smoothie,3,250,750,Card
2025-09-07,Delhi,Snacks,Fries,2,120,240,Card
2025-07-21,Pune,Bakery,Croissant,3,150,450,Cash
2025-04-14,Mumbai,Cold Drinks,Iced Tea,1,140,140,UPI
2025-06-26,Pune,Snacks,Fries,3,120,360,Card
2025-07-26,Pune,Snacks,Samosa,2,40,80,UPI
2025-05-05,Bengaluru,Cold Drinks,Smoothie,3,250,750,Card
2025-05-02,Delhi,Bakery,Croissant,3,150,450,UPI
2025-04-11,Hyderabad,Coffee,Latte,2,200,400,Card
2025-10-06,Delhi,Coffee,Espresso,1,120,120,Card
2025-10-09,Bengaluru,Cold Drinks,Iced Tea,1,140,140,Card
2025-11-28,Mumbai,Snacks,Samosa,1,40,40,UPI
2025-12-19,Hyderabad,Cold Drinks,Smoothie,2,250,500,UPI
2025-09-25,Hyderabad,Coffee,Cold Brew,2,220,440,Card
2025-02-10,Mumbai,Coffee,Latte,3,200,600,UPI
2025-04-25,Pune,Cold Drinks,Iced Tea,2,140,280,Cash
2025-08-15,Bengaluru,Tea,Masala Chai,2,80,160,UPI
2025-03-10,Pune,Coffee,Espresso,3,120,360,UPI
2025-06-25,Hyderabad,Coffee,Cappuccino,2,180,360,Cash
2025-10-12,Hyderabad,Coffee,Cold Brew,1,220,220,UPI
2025-08-17,Hyderabad,Coffee,Latte,3,200,600,Card
2025-01-26,Pune,Coffee,Cold Brew,1,220,220,Card
2025-11-07,Delhi,Coffee,Cappuccino,1,180,180,UPI
2025-08-14,Hyderabad,Bakery,Cookie,2,60,120,Cash
2025-02-07,Delhi,Tea,Masala Chai,2,80,160,UPI
2025-09-23,Mumbai,Cold Drinks,Iced Tea,2,140,280,UPI
2025-11-21,Delhi,Snacks,Samosa,2,40,80,UPI
2025-08-13,Delhi,Tea,Lemon Tea,1,90,90,Cash
2025-11-11,Pune,Coffee,Espresso,2,120,240,UPI
2025-02-22,Mumbai,Coffee,Latte,1,200,200,Card
2025-08-18,Mumbai,Bakery,Croissant,3,150,450,Card
2025-06-21,Mumbai,Coffee,Espresso,2,120,240,Card
2025-11-14,Hyderabad,Coffee,Cappuccino,1,180,180,Cash
2025-09-23,Hyderabad,Coffee,Cappuccino,3,180,540,UPI
2025-01-25,Hyderabad,Tea,Masala Chai,3,80,240,UPI
2025-01-11,Pune,Snacks,Sandwich,3,180,540,Card
2025-08-25,Mumbai,Snacks,Fries,2,120,240,Card
2025-11-10,Hyderabad,Coffee,Cold Brew,3,220,660,Card
2025-05-28,Mumbai,Coffee,Cold Brew,1,220,220,UPI
2025-11-28,Pune,Coffee,Cold Brew,2,220,440,Card
2025-01-11,Bengaluru,Coffee,Espresso,3,120,360,UPI
2025-01-15,Hyderabad,Cold Drinks,Smoothie,2,250,500,UPI
2025-12-16,Mumbai,Tea,Green Tea,3,100,300,Card
2025-08-19,Hyderabad,Bakery,Cookie,1,60,60,Card
2025-06-07,Bengaluru,Tea,Lemon Tea,3,90,270,UPI
2025-07-11,Hyderabad,Bakery,Muffin,1,120,120,Cash
2025-04-04,Mumbai,Snacks,Samosa,2,40,80,Card
2025-02-05,Pune,Cold Drinks,Cola,2,90,180,UPI
2025-07-06,Hyderabad,Bakery,Muffin,1,120,120,UPI
2025-03-10,Pune,Tea,Lemon Tea,1,90,90,Card
2025-10-20,Delhi,Snacks,Samosa,2,40,80,UPI
2025-07-11,Bengaluru,Coffee,Espresso,3,120,360,UPI
2025-07-19,Mumbai,Snacks,Sandwich,1,180,180,Card
2025-07-05,Pune,Snacks,Sandwich,1,180,180,UPI
2025-12-10,Mumbai,Bakery,Muffin,1,120,120,UPI
2025-05-28,Mumbai,Coffee,Espresso,3,120,360,UPI
2025-05-28,Delhi,Coffee,Cappuccino,2,180,360,UPI
2025-08-07,Mumbai,Bakery,Muffin,1,120,120,Card
2025-08-19,Mumbai,Coffee,Cappuccino,1,180,180,Cash
2025-12-05,Bengaluru,Coffee,Espresso,3,120,360,UPI
2025-02-04,Mumbai,Coffee,Espresso,3,120,360,UPI
2025-02-25,Pune,Coffee,Espresso,2,120,240,Card
2025-12-13,Delhi,Tea,Lemon Tea,2,90,180,UPI
2025-01-02,Pune,Tea,Masala Chai,2,80,160,Card
2025-01-30,Pune,Coffee,Latte,1,200,200,Cash
2025-11-11,Delhi,Bakery,Muffin,2,120,240,Card
2025-09-16,Pune,Bakery,Croissant,1,150,150,Card
2025-08-14,Bengaluru,Cold Drinks,Cola,1,90,90,Card
2025-03-18,Hyderabad,Coffee,Espresso,3,120,360,Card
2025-10-28,Bengaluru,Cold Drinks,Iced Tea,2,140,280,UPI
2025-05-14,Pune,Coffee,Latte,1,200,200,Cash
2025-08-13,Bengaluru,Cold Drinks,Cola,1,90,90,Card
2025-12-31,Delhi,Bakery,Cookie,2,60,120,UPI
2025-11-26,Delhi,Bakery,Croissant,1,150,150,Cash
2025-02-24,Pune,Coffee,Latte,1,200,200,UPI
2025-10-28,Hyderabad,Tea,Masala Chai,1,80,80,Card
2025-05-05,Bengaluru,Bakery,Muffin,3,120,360,UPI
2025-08-14,Delhi,Bakery,Cookie,3,60,180,UPI
2025-04-03,Delhi,Snacks,Sandwich,1,180,180,Cash
2025-01-14,Mumbai,Coffee,Espresso,3,120,360,UPI
2025-08-19,Mumbai,Coffee,Cold Brew,3,220,660,Card
2025-04-12,Mumbai,Tea,Lemon Tea,1,90,90,Card
2025-10-11,Mumbai,Bakery,Cookie,3,60,180,UPI
2025-01-30,Pune,Tea,Lemon Tea,2,90,180,UPI
2025-03-06,Hyderabad,Bakery,Muffin,2,120,240,Cash
2025-08-29,Delhi,Coffee,Cold Brew,3,220,660,Card
2025-11-24,Hyderabad,Bakery,Muffin,1,120,120,UPI
2025-09-16,Bengaluru,Bakery,Cookie,3,60,180,Card
2025-05-20,Pune,Coffee,Espresso,1,120,120,UPI
2025-12-01,Bengaluru,Coffee,Espresso,1,120,120,UPI
2025-02-19,Hyderabad,Bakery,Muffin,3,120,360,Cash
2025-12-01,Mumbai,Snacks,Fries,3,120,360,Card
2025-12-19,Pune,Tea,Masala Chai,1,80,80,UPI
2025-04-16,Mumbai,Bakery,Croissant,2,150,300,Card
2025-01-22,Bengaluru,Coffee,Espresso,2,120,240,Card
2025-07-30,Delhi,Coffee,Espresso,1,120,120,Card
2025-10-21,Hyderabad,Coffee,Cold Brew,3,220,660,UPI
2025-07-24,Mumbai,Tea,Lemon Tea,3,90,270,Card
2025-12-14,Hyderabad,Snacks,Samosa,2,40,80,UPI
2025-01-25,Delhi,Tea,Lemon Tea,1,90,90,UPI
2025-01-21,Hyderabad,Snacks,Sandwich,3,180,540,UPI
2025-08-18,Delhi,Cold Drinks,Iced Tea,3,140,420,UPI
2025-12-09,Pune,Bakery,Croissant,1,150,150,UPI
2025-07-14,Bengaluru,Tea,Lemon Tea,2,90,180,Card
2025-01-22,Mumbai,Bakery,Croissant,2,150,300,UPI
2025-11-13,Hyderabad,Tea,Green Tea,2,100,200,UPI
2025-04-11,Pune,Coffee,Cold Brew,3,220,660,Card
2025-06-18,Bengaluru,Bakery,Croissant,2,150,300,UPI
2025-04-07,Delhi,Bakery,Muffin,2,120,240,Card
2025-11-05,Mumbai,Coffee,Latte,3,200,600,Cash
2025-09-14,Bengaluru,Snacks,Sandwich,2,180,360,Card
2025-07-03,Mumbai,Bakery,Croissant,2,150,300,Card
2025-01-04,Mumbai,Coffee,Cappuccino,2,180,360,UPI
2025-01-12,Pune,Bakery,Cookie,3,60,180,UPI
2025-08-30,Hyderabad,Coffee,Cold Brew,1,220,220,UPI
2025-07-18,Delhi,Tea,Masala Chai,2,80,160,UPI
2025-10-20,Hyderabad,Coffee,Cold Brew,1,220,220,Card
2025-12-29,Hyderabad,Bakery,Muffin,3,120,360,Cash
2025-01-18,Mumbai,Snacks,Samosa,2,40,80,Card
2025-12-26,Mumbai,Coffee,Latte,2,200,400,UPI
2025-01-08,Hyderabad,Coffee,Cold Brew,3,220,660,Card
2025-07-24,Hyderabad,Coffee,Cappuccino,2,180,360,UPI
2025-02-21,Hyderabad,Bakery,Croissant,2,150,300,Card
2025-05-12,Bengaluru,Cold Drinks,Iced Tea,3,140,420,Cash
2025-03-17,Pune,Tea,Masala Chai,3,80,240,Card
2025-02-07,Mumbai,Tea,Masala Chai,3,80,240,Card
2025-01-09,Pune,Coffee,Latte,3,200,600,Cash
2025-06-08,Delhi,Snacks,Fries,1,120,120,UPI
2025-10-04,Bengaluru,Bakery,Cookie,3,60,180,Cash
2025-02-09,Bengaluru,Cold Drinks,Iced Tea,2,140,280,UPI
2025-05-24,Pune,Tea,Masala Chai,1,80,80,UPI
2025-01-24,Hyderabad,Cold Drinks,Smoothie,1,250,250,Card
2025-10-11,Bengaluru,Snacks,Samosa,1,40,40,Cash
2025-08-14,Delhi,Cold Drinks,Smoothie,3,250,750,UPI
2025-04-22,Delhi,Coffee,Espresso,1,120,120,UPI
2025-12-23,Mumbai,Bakery,Croissant,2,150,300,Card
2025-08-31,Delhi,Snacks,Fries,3,120,360,UPI
2025-11-22,Delhi,Snacks,Samosa,1,40,40,Card
2025-01-26,Hyderabad,Bakery,Croissant,2,150,300,Card
2025-02-09,Mumbai,Snacks,Samosa,2,40,80,UPI
2025-06-14,Hyderabad,Bakery,Croissant,3,150,450,Card
2025-11-08,Delhi,Coffee,Cold Brew,2,220,440,UPI
2025-08-17,Hyderabad,Cold Drinks,Cola,2,90,180,UPI
2025-09-17,Bengaluru,Cold Drinks,Cola,1,90,90,Card
2025-10-07,Pune,Snacks,Samosa,2,40,80,Cash
2025-12-11,Delhi,Snacks,Sandwich,3,180,540,UPI
2025-12-20,Pune,Coffee,Latte,3,200,600,UPI
2025-02-26,Hyderabad,Coffee,Espresso,2,120,240,UPI
2025-03-13,Pune,Coffee,Espresso,3,120,360,Cash
2025-11-14,Bengaluru,Bakery,Croissant,1,150,150,Card
2025-12-21,Pune,Coffee,Espresso,3,120,360,UPI
2025-07-18,Mumbai,Snacks,Samosa,2,40,80,UPI
2025-10-06,Mumbai,Snacks,Fries,3,120,360,UPI
2025-05-24,Delhi,Bakery,Muffin,3,120,360,UPI
2025-04-21,Hyderabad,Snacks,Samosa,2,40,80,UPI
2025-02-27,Pune,Tea,Lemon Tea,2,90,180,Cash
2025-03-09,Delhi,Bakery,Muffin,1,120,120,Card
2025-01-21,Mumbai,Cold Drinks,Iced Tea,2,140,280,Cash
2025-11-01,Delhi,Cold Drinks,Cola,2,90,180,Card
